24, 5, -0.00114270659451957707, 0.00681017708049551970
24, 6, -0.00274598547795869806, 0.00094351850293279097
24, 7, -0.00107989399400887365, 0.00067295491027793638
24, 8, -0.00026660771867535033, 0.00080578880942145401
24, 9, -0.00014946372230107416, 0.00022966283564280875
24, 10, -0.00009645051690666859, 0.00013605981361439632
24, 11, 0.00000968740852931344, 0.00011981828432651792
24, 12, -0.00004527131327640592, 0.00001173460133790598
24, 13, -0.00001689560269939317, 0.00001378267428732084
24, 14, -0.00001393693143438491, 0.00000115417760135551
24, 15, -0.00000316316966977532, 0.00000322396364006656
24, 16, -0.00000135396394367854, 0.00000261476298581837
24, 17, -0.00000106092025785210, 0.00000089195074284566
24, 18, -0.00000051177551807534, 0.00000042374658688648
24, 19, -0.00000022129939802191, 0.00000020508355920352
24, 20, -0.00000021437018842181, 0.00000007025408075862
24, 21, -0.00000018000705688419, 0.00000005770849843271
24, 22, -0.00000027759407657690, -0.00000006306033941206
24, 23, -0.00000017209061016734, 0.00000004417826976546
24, 24, -0.00000013377240354979, 0.00000005360440619146
24, 25, -0.00000027091196787176, -0.00000004499824868332
23, 5, -0.00607800484764463474, 0.00129009955200184556
23, 6, -0.00132923207773594470, 0.00207833960244536509
23, 7, -0.00072394132446745559, 0.00102859320636309020
23, 8, -0.00055950203731375237, 0.00028344667079354085
23, 9, -0.00014597919053728063, 0.00031482656500108366
23, 10, -0.00009338919816445712, 0.00010806338127073067
23, 11, -0.00000389794250524449, 0.00010761232424442174
23, 12, -0.00004278007573669946, 0.00001928802978431483
23, 13, -0.00001011262740272989, 0.00001920163890676308
23, 14, -0.00000699194147123850, 0.00000773920891030589
23, 15, 0.00000067713979457528, 0.00000795156715712354
23, 16, 0.00000011733847201622, 0.00000319786444455329
23, 17, -0.00000013992677600899, 0.00000133429903442855
23, 18, -0.00000055370410794920, 0.00000043830063352369
23, 19, -0.00000014400344484277, 0.00000050842933255390
23, 20, -0.00000003403871048541, 0.00000046918511610056
23, 21, -0.00000034899294971928, 0.00000015975705977238
23, 22, -0.00000012008586640239, 0.00000032275710991897
23, 23, -0.00000004732322254893, 0.00000036072871639033
23, 24, -0.00000006950387875391, 0.00000035874716746307
23, 25, -0.00000016613974640897, 0.00000026102166158923
22, 5, -0.00439610755675384855, 0.00336054668096023509
22, 6, -0.00274257384862158522, 0.00034733228298793549
22, 7, -0.00141750954042351622, 0.00016325134174876698
22, 8, -0.00062757724410805846, 0.00020981025595213755
22, 9, -0.00052051621859204730, -0.00008310592137678629
22, 10, -0.00020347162724055343, 0.00003595882779013568
22, 11, -0.00012236060004955325, -0.00000889540080505384
